datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.03.01,00:00,23.59,Arnulf,504,38,542,-1.5,4.8,0.0,59,3.2
2025.03.02,00:00,23.59,Arnulf,468,32,500,-2.5,8.8,0.0,24,10.8
2025.03.03,00:00,23.59,Arnulf,917,83,1000,-2.9,11.2,0.0,23,10.9
2025.03.04,00:00,23.59,Arnulf,967,72,1039,-1.6,12.5,0.0,49,10.4
2025.03.05,00:00,23.59,Arnulf,1130,76,1206,-1.3,15.4,0.0,6,11.0
2025.03.06,00:00,23.59,Arnulf,1177,73,1250,0.0,17.6,0.0,0,10.9
2025.03.07,00:00,23.59,Arnulf,969,77,1046,0.6,17.2,0.0,0,10.7
2025.03.08,00:00,23.59,Arnulf,893,62,955,0.2,17.7,0.0,5,11.1
2025.03.09,00:00,23.59,Arnulf,847,47,894,1.1,19.6,0.0,68,11.0
2025.03.10,00:00,23.59,Arnulf,1040,81,1121,4.7,12.4,0.0,79,1.8
2025.03.11,00:00,23.59,Arnulf,1378,100,1478,2.4,14.9,0.0,85,9.8
2025.03.12,00:00,23.59,Arnulf,1057,76,1133,4.3,10.3,4.6,98,0.8
2025.03.13,00:00,23.59,Arnulf,813,54,867,3.1,6.1,10.2,96,0.7
2025.03.14,00:00,23.59,Arnulf,771,64,835,1.4,5.7,0.5,96,0.0
2025.03.15,00:00,23.59,Arnulf,373,31,404,2.8,4.2,0.9,96,0.0
2025.03.16,00:00,23.59,Arnulf,316,31,347,1.6,4.4,0.3,98,0.0
2025.03.17,00:00,23.59,Arnulf,951,75,1026,-0.7,5.4,0.3,65,4.5
2025.03.18,00:00,23.59,Arnulf,1182,79,1261,-2.7,7.8,0.0,0,11.8
2025.03.19,00:00,23.59,Arnulf,1317,85,1402,-3.1,13.7,0.0,0,11.8
2025.03.20,00:00,23.59,Arnulf,1422,99,1521,-0.2,18.7,0.0,9,11.7
2025.03.21,00:00,23.59,Arnulf,1263,102,1365,3.1,19.2,0.0,85,10.0
2025.03.22,00:00,23.59,Arnulf,984,70,1054,6.7,19.2,0.0,80,10.5
2025.03.23,00:00,23.59,Arnulf,499,37,536,7.1,13.8,0.7,98,0.7
2025.03.24,00:00,23.59,Arnulf,1027,78,1105,5.8,13.8,4.4,96,2.7
2025.03.25,00:00,23.59,Arnulf,1036,76,1112,7.4,14.5,3.0,89,2.1
2025.03.26,00:00,23.59,Arnulf,989,89,1078,6.4,10.7,3.4,88,0.5
2025.03.27,00:00,23.59,Arnulf,983,79,1062,3.3,8.4,0.6,76,0.0
2025.03.28,00:00,23.59,Arnulf,1112,73,1185,1.3,13.7,3.4,66,7.4
2025.03.29,00:00,23.59,Arnulf,309,24,333,6.1,9.2,4.0,98,0.0
2025.03.30,00:00,23.59,Arnulf,577,52,629,6.5,12.5,0.0,95,4.1
2025.03.31,00:00,23.59,Arnulf,915,74,989,3.8,8.5,1.6,98,0.9
2025.03.01,00:00,23.59,Olympia,465,461,926,-1.5,4.8,0.0,59,3.2
2025.03.02,00:00,23.59,Olympia,678,626,1304,-2.5,8.8,0.0,24,10.8
2025.03.03,00:00,23.59,Olympia,821,890,1711,-2.9,11.2,0.0,23,10.9
2025.03.04,00:00,23.59,Olympia,947,959,1906,-1.6,12.5,0.0,49,10.4
2025.03.05,00:00,23.59,Olympia,1000,1046,2046,-1.3,15.4,0.0,6,11.0
2025.03.06,00:00,23.59,Olympia,1117,1166,2283,0.0,17.6,0.0,0,10.9
2025.03.07,00:00,23.59,Olympia,1102,1152,2254,0.6,17.2,0.0,0,10.7
2025.03.08,00:00,23.59,Olympia,1097,1052,2149,0.2,17.7,0.0,5,11.1
2025.03.09,00:00,23.59,Olympia,1272,1251,2523,1.1,19.6,0.0,68,11.0
2025.03.10,00:00,23.59,Olympia,926,920,1846,4.7,12.4,0.0,79,1.8
2025.03.11,00:00,23.59,Olympia,1149,1182,2331,2.4,14.9,0.0,85,9.8
2025.03.12,00:00,23.59,Olympia,855,853,1708,4.3,10.3,4.6,98,0.8
2025.03.13,00:00,23.59,Olympia,649,645,1294,3.1,6.1,10.2,96,0.7
2025.03.14,00:00,23.59,Olympia,696,733,1429,1.4,5.7,0.5,96,0.0
2025.03.15,00:00,23.59,Olympia,437,423,860,2.8,4.2,0.9,96,0.0
2025.03.16,00:00,23.59,Olympia,390,424,814,1.6,4.4,0.3,98,0.0
2025.03.17,00:00,23.59,Olympia,933,954,1887,-0.7,5.4,0.3,65,4.5
2025.03.18,00:00,23.59,Olympia,1055,1075,2130,-2.7,7.8,0.0,0,11.8
2025.03.19,00:00,23.59,Olympia,1124,1137,2261,-3.1,13.7,0.0,0,11.8
2025.03.20,00:00,23.59,Olympia,1381,1376,2757,-0.2,18.7,0.0,9,11.7
2025.03.21,00:00,23.59,Olympia,1270,1268,2538,3.1,19.2,0.0,85,10.0
2025.03.22,00:00,23.59,Olympia,1318,1305,2623,6.7,19.2,0.0,80,10.5
2025.03.23,00:00,23.59,Olympia,732,724,1456,7.1,13.8,0.7,98,0.7
2025.03.24,00:00,23.59,Olympia,1070,1041,2111,5.8,13.8,4.4,96,2.7
2025.03.25,00:00,23.59,Olympia,901,872,1773,7.4,14.5,3.0,89,2.1
2025.03.26,00:00,23.59,Olympia,856,842,1698,6.4,10.7,3.4,88,0.5
2025.03.27,00:00,23.59,Olympia,867,886,1753,3.3,8.4,0.6,76,0.0
2025.03.28,00:00,23.59,Olympia,1211,1172,2383,1.3,13.7,3.4,66,7.4
2025.03.29,00:00,23.59,Olympia,327,353,680,6.1,9.2,4.0,98,0.0
2025.03.30,00:00,23.59,Olympia,1000,936,1936,6.5,12.5,0.0,95,4.1
2025.03.31,00:00,23.59,Olympia,831,873,1704,3.8,8.5,1.6,98,0.9
2025.03.01,00:00,23.59,Hirsch,252,239,491,-1.5,4.8,0.0,59,3.2
2025.03.02,00:00,23.59,Hirsch,326,346,672,-2.5,8.8,0.0,24,10.8
2025.03.03,00:00,23.59,Hirsch,749,766,1515,-2.9,11.2,0.0,23,10.9
2025.03.04,00:00,23.59,Hirsch,786,796,1582,-1.6,12.5,0.0,49,10.4
2025.03.05,00:00,23.59,Hirsch,855,856,1711,-1.3,15.4,0.0,6,11.0
2025.03.06,00:00,23.59,Hirsch,877,880,1757,0.0,17.6,0.0,0,10.9
2025.03.07,00:00,23.59,Hirsch,770,756,1526,0.6,17.2,0.0,0,10.7
2025.03.08,00:00,23.59,Hirsch,629,605,1234,0.2,17.7,0.0,5,11.1
2025.03.09,00:00,23.59,Hirsch,687,609,1296,1.1,19.6,0.0,68,11.0
2025.03.10,00:00,23.59,Hirsch,832,859,1691,4.7,12.4,0.0,79,1.8
2025.03.11,00:00,23.59,Hirsch,1147,1155,2302,2.4,14.9,0.0,85,9.8
2025.03.12,00:00,23.59,Hirsch,782,800,1582,4.3,10.3,4.6,98,0.8
2025.03.13,00:00,23.59,Hirsch,601,605,1206,3.1,6.1,10.2,96,0.7
2025.03.14,00:00,23.59,Hirsch,558,580,1138,1.4,5.7,0.5,96,0.0
2025.03.15,00:00,23.59,Hirsch,203,206,409,2.8,4.2,0.9,96,0.0
2025.03.16,00:00,23.59,Hirsch,156,161,317,1.6,4.4,0.3,98,0.0
2025.03.17,00:00,23.59,Hirsch,804,864,1668,-0.7,5.4,0.3,65,4.5
2025.03.18,00:00,23.59,Hirsch,947,943,1890,-2.7,7.8,0.0,0,11.8
2025.03.19,00:00,23.59,Hirsch,1031,1038,2069,-3.1,13.7,0.0,0,11.8
2025.03.20,00:00,23.59,Hirsch,1125,1123,2248,-0.2,18.7,0.0,9,11.7
2025.03.21,00:00,23.59,Hirsch,902,932,1834,3.1,19.2,0.0,85,10.0
2025.03.22,00:00,23.59,Hirsch,643,644,1287,6.7,19.2,0.0,80,10.5
2025.03.23,00:00,23.59,Hirsch,294,301,595,7.1,13.8,0.7,98,0.7
2025.03.24,00:00,23.59,Hirsch,891,899,1790,5.8,13.8,4.4,96,2.7
2025.03.25,00:00,23.59,Hirsch,821,866,1687,7.4,14.5,3.0,89,2.1
2025.03.26,00:00,23.59,Hirsch,751,811,1562,6.4,10.7,3.4,88,0.5
2025.03.27,00:00,23.59,Hirsch,755,778,1533,3.3,8.4,0.6,76,0.0
2025.03.28,00:00,23.59,Hirsch,796,792,1588,1.3,13.7,3.4,66,7.4
2025.03.29,00:00,23.59,Hirsch,150,135,285,6.1,9.2,4.0,98,0.0
2025.03.30,00:00,23.59,Hirsch,352,386,738,6.5,12.5,0.0,95,4.1
2025.03.31,00:00,23.59,Hirsch,685,681,1366,3.8,8.5,1.6,98,0.9
2025.03.01,00:00,23.59,Erhardt,907,933,1840,-1.5,4.8,0.0,59,3.2
2025.03.02,00:00,23.59,Erhardt,1257,1245,2502,-2.5,8.8,0.0,24,10.8
2025.03.03,00:00,23.59,Erhardt,1884,1431,3315,-2.9,11.2,0.0,23,10.9
2025.03.04,00:00,23.59,Erhardt,2098,1682,3780,-1.6,12.5,0.0,49,10.4
2025.03.05,00:00,23.59,Erhardt,2389,1908,4297,-1.3,15.4,0.0,6,11.0
2025.03.06,00:00,23.59,Erhardt,2530,2115,4645,0.0,17.6,0.0,0,10.9
2025.03.07,00:00,23.59,Erhardt,2291,1980,4271,0.6,17.2,0.0,0,10.7
2025.03.08,00:00,23.59,Erhardt,2463,2375,4838,0.2,17.7,0.0,5,11.1
2025.03.09,00:00,23.59,Erhardt,2804,3028,5832,1.1,19.6,0.0,68,11.0
2025.03.10,00:00,23.59,Erhardt,2111,1596,3707,4.7,12.4,0.0,79,1.8
2025.03.11,00:00,23.59,Erhardt,2781,2144,4925,2.4,14.9,0.0,85,9.8
2025.03.12,00:00,23.59,Erhardt,2114,1547,3661,4.3,10.3,4.6,98,0.8
